200 200
2 198 82
2 199 82
3 0 22
3 1 22
3 2 22
3 3 22
3 4 22
3 5 22
3 6 22
3 7 22
3 8 22
3 9 22
3 10 22
3 11 22
3 12 22
3 13 22
3 14 22
3 15 22
3 16 22
3 17 22
3 18 22
3 19 22
3 20 18
3 21 18
3 22 18
3 23 18
3 24 18
3 25 18
3 26 18
3 27 18
3 28 18
3 29 18
3 30 18
3 31 18
3 32 18
3 33 18
3 34 51
3 35 51
3 36 51
3 37 51
3 38 51
3 39 51
3 40 51
3 41 51
3 42 51
3 43 51
3 44 38
3 45 38
3 46 38
3 47 38
3 48 38
3 49 38
3 50 38
3 51 38
3 52 38
3 53 38
3 54 38
3 55 38
3 56 25
3 57 25
3 58 25
3 59 25
3 60 25
3 61 25
3 62 25
3 63 25
3 64 25
3 65 25
3 66 25
3 67 25
3 68 25
3 69 25
3 70 25
3 71 25
3 72 25
3 73 25
3 74 25
3 75 25
3 76 25
3 77 25
3 78 25
3 79 25
3 80 25
3 81 25
3 82 25
3 83 25
3 84 25
3 85 25
3 86 25
3 87 25
3 88 25
3 89 25
3 90 90
3 91 90
3 92 90
3 93 90
3 94 90
3 95 90
3 96 90
3 97 27
3 98 27
3 99 27
3 100 27
3 101 27
3 102 27
3 103 27
3 104 27
3 105 27
3 106 27
3 107 27
3 108 27
3 109 27
3 110 27
3 111 27
3 112 27
3 113 27
3 114 27
3 115 27
3 116 27
3 117 27
3 118 27
3 119 27
3 120 27
3 121 27
3 122 27
3 123 27
3 124 27
3 125 27
3 126 27
3 127 27
3 128 27
3 129 27
3 130 27
3 131 27
3 132 42
3 133 42
3 134 42
3 135 42
3 136 42
3 137 42
3 138 42
3 139 42
3 140 42
3 141 42
3 142 42
3 143 42
3 144 42
3 145 42
3 146 42
3 147 42
3 148 42
3 149 42
3 150 42
3 151 42
3 152 42
3 153 42
3 154 42
3 155 42
3 156 42
3 157 42
3 158 42
3 159 42
3 160 66
3 161 66
3 162 66
3 163 66
3 164 66
3 165 82
3 166 82
3 167 82
3 168 82
3 169 82
3 170 82
3 171 82
3 172 82
3 173 82
3 174 82
3 175 82
3 176 82
3 177 82
3 178 82
3 179 82
3 180 82
3 181 82
3 182 82
3 183 82
3 184 82
3 185 82
3 186 82
3 187 82
3 188 82
3 189 82
3 190 82
3 191 82
3 192 82
3 193 82
3 194 82
3 195 82
3 196 82
3 197 82
3 198 82
3 199 82
4 0 64
4 1 22
4 2 22
4 3 22
4 4 22
4 5 22
4 6 22
4 7 22
4 8 22
4 9 22
4 10 22
4 11 22
4 12 22
4 13 22
4 14 22
4 15 22
4 16 22
4 17 22
4 18 22
4 19 22
4 20 18
4 21 18
4 22 18
4 23 18
4 24 18
4 25 18
4 26 18
4 27 18
4 28 18
4 29 18
4 30 18
4 31 18
4 32 18
4 33 51
4 34 51
4 35 51
4 36 51
4 37 51
4 38 51
4 39 51
4 40 51
4 41 51
4 42 51
4 43 38
4 44 38
4 45 38
4 46 38
4 47 38
4 48 38
4 49 38
4 50 38
4 51 38
4 52 38
4 53 38
4 54 38
4 55 38
4 56 38
4 57 25
4 58 25
4 59 25
4 60 25
4 61 25
4 62 25
4 63 25
4 64 25
4 65 25
4 66 25
4 67 25
4 68 25
4 69 25
4 70 25
4 71 25
4 72 25
4 73 25
4 74 25
4 75 25
4 76 25
4 77 25
4 78 25
4 79 25
4 80 25
4 81 25
4 82 25
4 83 25
4 84 25
4 85 25
4 86 25
4 87 25
4 88 25
4 89 25
4 90 90
4 91 90
4 92 90
4 93 90
4 94 90
4 95 90
4 96 90
4 97 90
4 98 27
4 99 27
4 100 27
4 101 27
4 102 27
4 103 27
4 104 27
4 105 27
4 106 27
4 107 27
4 108 27
4 109 27
4 110 27
4 111 27
4 112 27
4 113 27
4 114 27
4 115 27
4 116 27
4 117 27
4 118 27
4 119 27
4 120 27
4 121 27
4 122 27
4 123 27
4 124 27
4 125 27
4 126 27
4 127 27
4 128 27
4 129 27
4 130 42
4 131 42
4 132 42
4 133 42
4 134 42
4 135 42
4 136 42
4 137 42
4 138 42
4 139 42
4 140 42
4 141 42
4 142 42
4 143 42
4 144 42
4 145 42
4 146 42
4 147 42
4 148 42
4 149 42
4 150 42
4 151 42
4 152 42
4 153 42
4 154 42
4 155 42
4 156 42
4 157 42
4 158 42
4 159 66
4 160 66
4 161 66
4 162 66
4 163 66
4 164 66
4 165 82
4 166 82
4 167 82
4 168 82
4 169 82
4 170 82
4 171 82
4 172 82
4 173 82
4 174 82
4 175 82
4 176 82
4 177 82
4 178 82
4 179 82
4 180 82
4 181 82
4 182 82
4 183 82
4 184 82
4 185 82
4 186 82
4 187 82
4 188 82
4 189 82
4 190 82
4 191 82
4 192 82
4 193 82
4 194 82
4 195 82
4 196 82
4 197 82
4 198 82
4 199 82
5 0 64
5 1 64
5 2 22
5 3 22
5 4 22
5 5 22
5 6 22
5 7 22
5 8 22
5 9 22
5 10 22
5 11 22
5 12 22
5 13 22
5 14 22
5 15 22
5 16 22
5 17 22
5 18 22
5 19 22
5 20 18
5 21 18
5 22 18
5 23 18
5 24 18
5 25 18
5 26 18
5 27 18
5 28 18
5 29 18
5 30 18
5 31 18
5 32 51
5 33 51
5 34 51
5 35 51
5 36 51
5 37 51
5 38 51
5 39 51
5 40 51
5 41 38
5 42 38
5 43 38
5 44 38
5 45 38
5 46 38
5 47 38
5 48 38
5 49 38
5 50 38
5 51 38
5 52 38
5 53 38
5 54 38
5 55 38
5 56 38
5 57 25
5 58 25
5 59 25
5 60 25
5 61 25
5 62 25
5 63 25
5 64 25
5 65 25
5 66 25
5 67 25
5 68 25
5 69 25
5 70 25
5 71 25
5 72 25
5 73 25
5 74 25
5 75 25
5 76 25
5 77 25
5 78 25
5 79 25
5 80 25
5 81 25
5 82 25
5 83 25
5 84 25
5 85 25
5 86 25
5 87 25
5 88 25
5 89 90
5 90 90
5 91 90
5 92 90
5 93 90
5 94 90
5 95 90
5 96 90
5 97 90
5 98 27
5 99 27
5 100 27
5 101 27
5 102 27
5 103 27
5 104 27
5 105 27
5 106 27
5 107 27
5 108 27
5 109 27
5 110 27
5 111 27
5 112 27
5 113 27
5 114 27
5 115 27
5 116 27
5 117 27
5 118 27
5 119 27
5 120 27
5 121 27
5 122 27
5 123 27
5 124 27
5 125 27
5 126 27
5 127 27
5 128 27
5 129 27
5 130 27
5 131 42
5 132 42
5 133 42
5 134 42
5 135 42
5 136 42
5 137 42
5 138 42
5 139 42
5 140 42
5 141 42
5 142 42
5 143 42
5 144 42
5 145 42
5 146 42
5 147 42
5 148 42
5 149 42
5 150 42
5 151 42
5 152 42
5 153 42
5 154 42
5 155 42
5 156 42
5 157 42
5 158 42
5 159 66
5 160 66
5 161 66
5 162 66
5 163 66
5 164 66
5 165 82
5 166 82
5 167 82
5 168 82
5 169 82
5 170 82
5 171 82
5 172 82
5 173 82
5 174 82
5 175 82
5 176 82
5 177 82
5 178 82
5 179 82
5 180 82
5 181 82
5 182 82
5 183 82
5 184 82
5 185 82
5 186 82
5 187 82
5 188 82
5 189 82
5 190 82
5 191 82
5 192 82
5 193 82
5 194 82
5 195 82
5 196 82
5 197 82
5 198 82
5 199 82
6 0 64
6 1 64
6 2 64
6 3 64
6 4 22
6 5 22
6 6 22
6 7 22
6 8 22
6 9 22
6 10 22
6 11 22
6 12 22
6 13 22
6 14 22
6 15 22
6 16 22
6 17 22
6 18 22
6 19 22
6 20 22
6 21 18
6 22 18
6 23 18
6 24 18
6 25 18
6 26 18
6 27 18
6 28 18
6 29 18
6 30 18
6 31 18
6 32 51
6 33 51
6 34 51
6 35 51
6 36 51
6 37 51
6 38 51
6 39 51
6 40 38
6 41 38
6 42 38
6 43 38
6 44 38
6 45 38
6 46 38
6 47 38
6 48 38
6 49 38
6 50 38
6 51 38
6 52 38
6 53 38
6 54 38
6 55 38
6 56 25
6 57 25
6 58 25
6 59 25
6 60 25
6 61 25
6 62 25
6 63 25
6 64 25
6 65 25
6 66 25
6 67 25
6 68 25
6 69 25
6 70 25
6 71 25
6 72 25
6 73 25
6 74 25
6 75 25
6 76 25
6 77 25
6 78 25
6 79 25
6 80 25
6 81 25
6 82 25
6 83 25
6 84 25
6 85 25
6 86 25
6 87 25
6 88 25
6 89 90
6 90 90
6 91 90
6 92 90
6 93 90
6 94 90
6 95 90
6 96 90
6 97 90
6 98 90
6 99 27
6 100 27
6 101 27
6 102 27
6 103 27
6 104 27
6 105 27
6 106 27
6 107 27
6 108 27
6 109 27
6 110 27
6 111 27
6 112 27
6 113 27
6 114 27
6 115 27
6 116 27
6 117 27
6 118 27
6 119 27
6 120 27
6 121 27
6 122 27
6 123 27
6 124 27
6 125 27
6 126 27
6 127 27
6 128 42
6 129 27
6 130 42
6 131 42
6 132 42
6 133 42
6 134 42
6 135 42
6 136 42
6 137 42
6 138 42
6 139 42
6 140 42
6 141 42
6 142 42
6 143 42
6 144 42
6 145 42
6 146 42
6 147 42
6 148 42
6 149 42
6 150 42
6 151 42
6 152 42
6 153 42
6 154 42
6 155 42
6 156 42
6 157 42
6 158 66
6 159 66
6 160 66
6 161 66
6 162 66
6 163 66
6 164 66
6 165 66
6 166 82
6 167 82
6 168 82
6 169 82
6 170 82
6 171 82
6 172 82
6 173 82
6 174 82
6 175 82
6 176 82
6 177 82
6 178 82
6 179 82
6 180 82
6 181 82
6 182 82
6 183 82
6 184 82
6 185 82
6 186 82
6 187 82
6 188 82
6 189 82
6 190 82
6 191 82
6 192 82
6 193 82
6 194 82
6 195 82
6 196 82
6 197 82
6 198 82
6 199 82
7 0 64
7 1 64
7 2 64
7 3 64
7 4 22
7 5 22
7 6 22
7 7 22
7 8 22
7 9 22
7 10 22
7 11 22
7 12 22
7 13 22
7 14 22
7 15 22
7 16 22
7 17 22
7 18 22
7 19 22
7 20 22
7 21 18
7 22 18
7 23 18
7 24 18
7 25 18
7 26 18
7 27 18
7 28 18
7 29 18
7 30 18
7 31 51
7 32 51
7 33 51
7 34 51
7 35 51
7 36 51
7 37 51
7 38 51
7 39 38
7 40 38
7 41 38
7 42 38
7 43 38
7 44 38
7 45 38
7 46 38
7 47 38
7 48 38
7 49 38
7 50 38
7 51 38
7 52 38
7 53 38
7 54 38
7 55 38
7 56 25
7 57 25
7 58 25
7 59 25
7 60 25
7 61 25
7 62 25
7 63 25
7 64 25
7 65 25
7 66 25
7 67 25
7 68 25
7 69 25
7 70 25
7 71 25
7 72 25
7 73 25
7 74 25
7 75 25
7 76 25
7 77 25
7 78 25
7 79 25
7 80 25
7 81 25
7 82 25
7 83 25
7 84 25
7 85 25
7 86 25
7 87 25
7 88 25
7 89 90
7 90 90
7 91 90
7 92 90
7 93 90
7 94 90
7 95 90
7 96 90
7 97 90
7 98 90
7 99 90
7 100 27
7 101 27
7 102 27
7 103 27
7 104 27
7 105 27
7 106 27
7 107 27
7 108 27
7 109 27
7 110 27
7 111 27
7 112 27
7 113 27
7 114 27
7 115 27
7 116 27
7 117 27
7 118 27
7 119 27
7 120 27
7 121 27
7 122 27
7 123 27
7 124 27
7 125 27
7 126 27
7 127 27
7 128 42
7 129 42
7 130 42
7 131 42
7 132 42
7 133 42
7 134 42
7 135 42
7 136 42
7 137 42
7 138 42
7 139 42
7 140 42
7 141 42
7 142 42
7 143 42
7 144 42
7 145 42
7 146 42
7 147 42
7 148 42
7 149 42
7 150 42
7 151 42
7 152 42
7 153 42
7 154 42
7 155 42
7 156 42
7 157 66
7 158 66
7 159 66
7 160 66
7 161 66
7 162 66
7 163 66
7 164 66
7 165 66
7 166 66
7 167 82
7 168 82
7 169 82
7 170 82
7 171 82
7 172 82
7 173 82
7 174 82
7 175 82
7 176 82
7 177 82
7 178 82
7 179 82
7 180 82
7 181 82
7 182 82
7 183 82
7 184 82
7 185 82
7 186 82
7 187 82
7 188 82
7 189 82
7 190 82
7 191 82
7 192 82
7 193 82
7 194 82
7 195 82
7 196 82
7 197 82
7 198 82
7 199 82
8 0 64
8 1 64
8 2 64
8 3 64
8 4 64
8 5 22
8 6 22
8 7 22
8 8 22
8 9 22
8 10 22
8 11 22
8 12 22
8 13 22
8 14 22
8 15 22
8 16 22
8 17 22
8 18 22
8 19 22
8 20 22
8 21 18
8 22 18
8 23 18
8 24 18
8 25 18
8 26 18
8 27 18
8 28 18
8 29 18
8 30 51
8 31 51
8 32 51
8 33 51
8 34 51
8 35 51
8 36 51
8 37 51
8 38 38
8 39 38
8 40 38
8 41 38
8 42 38
8 43 38
8 44 38
8 45 38
8 46 38
8 47 38
8 48 38
8 49 38
8 50 38
8 51 38
8 52 38
8 53 38
8 54 38
8 55 38
8 56 25
8 57 25
8 58 47
8 59 47
8 60 47
8 61 47
8 62 47
8 63 25
8 64 25
8 65 25
8 66 25
8 67 25
8 68 25
8 69 25
8 70 25
8 71 25
8 72 25
8 73 25
8 74 25
8 75 25
8 76 25
8 77 25
8 78 25
8 79 25
8 80 25
8 81 25
8 82 25
8 83 25
8 84 25
8 85 25
8 86 25
8 87 25
8 88 25
8 89 90
8 90 90
8 91 90
8 92 90
8 93 90
8 94 90
8 95 90
8 96 90
8 97 90
8 98 90
8 99 90
8 100 90
8 101 27
8 102 27
8 103 27
8 104 27
8 105 27
8 106 27
8 107 27
8 108 27
8 109 27
8 110 27
8 111 27
8 112 27
8 113 27
8 114 27
8 115 27
8 116 27
8 117 27
8 118 27
8 119 27
8 120 27
8 121 27
8 122 27
8 123 27
8 124 27
8 125 27
8 126 27
8 127 27
8 128 42
8 129 42
8 130 42
8 131 42
8 132 42
8 133 42
8 134 42
8 135 42
8 136 42
8 137 42
8 138 42
8 139 42
8 140 42
8 141 42
8 142 42
8 143 42
8 144 42
8 145 42
8 146 42
8 147 42
8 148 42
8 149 42
8 150 42
8 151 42
8 152 42
8 153 42
8 154 42
8 155 42
8 156 42
8 157 66
8 158 66
8 159 66
8 160 66
8 161 66
8 162 66
8 163 66
8 164 66
8 165 66
8 166 66
8 167 82
8 168 82
8 169 82
8 170 82
8 171 82
8 172 82
8 173 82
8 174 82
8 175 82
8 176 82
8 177 82
8 178 82
8 179 82
8 180 82
8 181 82
8 182 82
8 183 82
8 184 82
8 185 82
8 186 82
8 187 82
8 188 82
8 189 82
8 190 82
8 191 82
8 192 82
8 193 82
8 194 82
8 195 82
8 196 82
8 197 82
8 198 82
8 199 82
9 0 64
9 1 64
9 2 64
9 3 64
9 4 64
9 5 64
9 6 64
9 7 22
9 8 22
9 9 22
9 10 22
9 11 22
9 12 22
9 13 22
9 14 22
9 15 22
9 16 22
9 17 22
9 18 22
9 19 22
9 20 22
9 21 18
9 22 18
9 23 18
9 24 18
9 25 18
9 26 18
9 27 18
9 28 18
9 29 51
9 30 51
9 31 51
9 32 38
9 33 38
9 34 38
9 35 38
9 36 38
9 37 38
9 38 38
9 39 38
9 40 38
9 41 38
9 42 38
9 43 38
9 44 38
9 45 38
9 46 38
9 47 38
9 48 38
9 49 38
9 50 38
9 51 38
9 52 38
9 53 38
9 54 38
9 55 38
9 56 25
9 57 47
9 58 47
9 59 47
9 60 47
9 61 47
9 62 47
9 63 47
9 64 25
9 65 25
9 66 25
9 67 25
9 68 25
9 69 25
9 70 25
9 71 25
9 72 25
9 73 25
9 74 25
9 75 25
9 76 25
9 77 25
9 78 25
9 79 25
9 80 25
9 81 25
9 82 25
9 83 25
9 84 25
9 85 25
9 86 25
9 87 25
9 88 90
9 89 90
9 90 90
9 91 90
9 92 90
9 93 90
9 94 90
9 95 90
9 96 90
9 97 90
9 98 90
9 99 90
9 100 90
9 101 90
9 102 27
9 103 27
9 104 27
9 105 27
9 106 27
9 107 27
9 108 27
9 109 27
9 110 27
9 111 27
9 112 27
9 113 27
9 114 27
9 115 27
9 116 27
9 117 27
9 118 27
9 119 27
9 120 27
9 121 27
9 122 27
9 123 27
9 124 27
9 125 27
9 126 27
9 127 42
9 128 42
9 129 42
9 130 42
9 131 42
9 132 42
9 133 42
9 134 42
9 135 42
9 136 42
9 137 42
9 138 42
9 139 42
9 140 42
9 141 42
9 142 42
9 143 42
9 144 42
9 145 42
9 146 42
9 147 42
9 148 42
9 149 42
9 150 42
9 151 42
9 152 42
9 153 42
9 154 42
9 155 42
9 156 42
9 157 66
9 158 66
9 159 66
9 160 66
9 161 66
9 162 66
9 163 66
9 164 66
9 165 66
9 166 66
9 167 82
9 168 82
9 169 82
9 170 82
9 171 82
9 172 82
9 173 82
9 174 82
9 175 82
9 176 82
9 177 82
9 178 82
9 179 82
9 180 82
9 181 82
9 182 82
9 183 82
9 184 82
9 185 82
9 186 82
9 187 82
9 188 82
9 189 82
9 190 82
9 191 82
9 192 82
9 193 82
9 194 82
9 195 82
9 196 82
9 197 82
9 198 82
9 199 82
10 0 64
10 1 64
10 2 64
10 3 64
10 4 64
10 5 64
10 6 22
10 7 64
10 8 22
10 9 22
10 10 22
10 11 22
10 12 22
10 13 22
10 14 22
10 15 22
10 16 22
10 17 22
10 18 22
10 19 22
10 20 22
10 21 22
10 22 18
10 23 18
10 24 18
10 25 18
10 26 18
10 27 18
10 28 18
10 29 38
10 30 38
10 31 38
10 32 38
10 33 38
10 34 38
10 35 38
10 36 38
10 37 38
10 38 38
10 39 38
10 40 38
10 41 38
10 42 38
10 43 38
10 44 38
10 45 38
10 46 38
10 47 38
10 48 38
10 49 38
10 50 38
10 51 38
10 52 38
10 53 38
10 54 38
10 55 47
10 56 47
10 57 47
10 58 47
10 59 47
10 60 47
10 61 47
10 62 47
10 63 47
10 64 47
10 65 25
10 66 25
10 67 25
10 68 25
10 69 25
10 70 25
10 71 25
10 72 25
10 73 25
10 74 25
10 75 25
10 76 25
10 77 25
10 78 25
10 79 25
10 80 25
10 81 25
10 82 25
10 83 25
10 84 25
10 85 25
10 86 25
10 87 25
10 88 90
10 89 90
10 90 90
10 91 90
10 92 90
10 93 90
10 94 90
10 95 90
10 96 90
10 97 90
10 98 90
10 99 90
10 100 90
10 101 90
10 102 90
10 103 27
10 104 27
10 105 27
10 106 27
10 107 27
10 108 27
10 109 27
10 110 27
10 111 27
10 112 27
10 113 27
10 114 27
10 115 27
10 116 27
10 117 27
10 118 27
10 119 27
10 120 27
10 121 27
10 122 27
10 123 27
10 124 27
10 125 27
10 126 42
10 127 42
10 128 42
10 129 42
10 130 42
10 131 42
10 132 42
10 133 42
10 134 42
10 135 42
10 136 42
10 137 42
10 138 42
10 139 42
10 140 42
10 141 42
10 142 42
10 143 42
10 144 42
10 145 42
10 146 42
10 147 42
10 148 42
10 149 42
10 150 42
10 151 42
10 152 42
10 153 42
10 154 42
10 155 42
10 156 37
10 157 66
10 158 66
10 159 66
10 160 66
10 161 66
10 162 66
10 163 66
10 164 66
10 165 66
10 166 66
10 167 66
10 168 82
10 169 82
10 170 82
10 171 82
10 172 82
10 173 82
10 174 82
10 175 82
10 176 82
10 177 82
10 178 82
10 179 82
10 180 82
10 181 82
10 182 82
10 183 82
10 184 82
10 185 82
10 186 82
10 187 82
10 188 82
10 189 82
10 190 82
10 191 82
10 192 82
10 193 82
10 194 82
10 195 82
10 196 82
10 197 82
10 198 82
10 199 82
11 0 64
11 1 64
11 2 64
11 3 64
11 4 64
11 5 64
11 6 64
11 7 64
11 8 64
11 9 22
11 10 22
11 11 22
11 12 22
11 13 22
11 14 22
11 15 22
11 16 22
11 17 22
11 18 22
11 19 22
11 20 22
11 21 22
11 22 18
11 23 18
11 24 18
11 25 18
11 26 38
11 27 38
11 28 38
11 29 38
11 30 38
11 31 38
11 32 38
11 33 38
11 34 38
11 35 38
11 36 38
11 37 38
11 38 38
11 39 38
11 40 38
11 41 38
11 42 38
11 43 38
11 44 38
11 45 38
11 46 38
11 47 38
11 48 38
11 49 38
11 50 38
11 51 38
11 52 38
11 53 38
11 54 38
11 55 47
11 56 47
11 57 47
11 58 47
11 59 47
11 60 47
11 61 47
11 62 47
11 63 47
11 64 47
11 65 47
11 66 25
11 67 25
11 68 25
11 69 25
11 70 25
11 71 25
11 72 25
11 73 25
11 74 25
11 75 25
11 76 25
11 77 25
11 78 25
11 79 25
11 80 25
11 81 25
11 82 25
11 83 25
11 84 25
11 85 25
11 86 25
11 87 90
11 88 90
11 89 90
11 90 90
11 91 90
11 92 90
11 93 90
11 94 90
11 95 90
11 96 90
11 97 90
11 98 90
11 99 90
11 100 90
11 101 90
11 102 90
11 103 90
11 104 90
11 105 27
11 106 27
11 107 27
11 108 27
11 109 27
11 110 27
11 111 27
11 112 27
11 113 27
11 114 27
11 115 27
11 116 27
11 117 27
11 118 27
11 119 27
11 120 27
11 121 27
11 122 27
11 123 27
11 124 42
11 125 42
11 126 42
11 127 42
11 128 42
11 129 42
11 130 42
11 131 42
